jahr,herkunft,stadtkreis,quartier,anzahl
2015,Schweiz,Oberwinterthur,Hegmatten,1369
2015,Schweiz,Oberwinterthur,Reutlingen,365
2015,Schweiz,Oberwinterthur,Ricketwil,81
2015,Schweiz,Oberwinterthur,Stadel,261
2015,Schweiz,Oberwinterthur,Talacker,4814
2015,Schweiz,Oberwinterthur,Zinzikon,2103
2015,Schweiz,Seen,Büelwiesen,2190
2015,Schweiz,Seen,Eidberg,165
2015,Schweiz,Seen,Ganzenbühl,2318
2015,Schweiz,Seen,Gotzenwil,612
2015,Schweiz,Seen,Iberg,952
2015,Schweiz,Seen,Oberseen,2090
2015,Schweiz,Seen,Sennhof,835
2015,Schweiz,Seen,Sonnenberg,865
2015,Schweiz,Seen,Waldegg,1064
2015,Schweiz,Seen,Waser,3994
2015,Schweiz,Stadt,Altstadt,1644
2015,Schweiz,Stadt,Brühlberg,1473
2015,Schweiz,Stadt,Heiligberg,2756
2015,Schweiz,Stadt,Lind,4581
2015,Schweiz,Stadt,Neuwiesen,2940
2015,Schweiz,Stadt,Tössfeld,2712
2015,Schweiz,Töss,Dättnau,2505
2015,Schweiz,Töss,Eichliacker,2519
2015,Schweiz,Töss,Schlosstal,2266
2015,Schweiz,Veltheim,Blumenau,3263
2015,Schweiz,Veltheim,Rosenberg,4686
2015,Schweiz,Wülflingen,Hardau,298
2015,Schweiz,Wülflingen,Härti,2402
2015,Schweiz,Wülflingen,Lindenplatz,1976
2015,Schweiz,Wülflingen,Neuburg,157
2015,Schweiz,Wülflingen,Niederfeld,1468
2015,Schweiz,Wülflingen,Oberfeld,3680
2015,Schweiz,Wülflingen,Taggenberg,825
2015,Schweiz,Wülflingen,Weinberg,884
2015,Schweiz,unbekannt,unbekannt,9
2016,Ausland,Mattenbach,Deutweg,1512
2016,Ausland,Mattenbach,Endliker,508
2016,Ausland,Mattenbach,Gutschick,981
2016,Ausland,Oberwinterthur,Grüze,569
2016,Ausland,Oberwinterthur,Guggenbühl,1865
2016,Ausland,Oberwinterthur,Hegi,630
2016,Ausland,Oberwinterthur,Hegmatten,431
2016,Ausland,Oberwinterthur,Talacker,1485
2016,Ausland,Oberwinterthur,Zinzikon,632
2016,Ausland,Seen,Büelwiesen,730
2016,Ausland,Seen,Ganzenbühl,514
2016,Ausland,Seen,Gotzenwil,21
2016,Ausland,Seen,Iberg,70
2016,Ausland,Seen,Oberseen,178
2016,Ausland,Seen,Sennhof,329
2016,Ausland,Seen,Sonnenberg,40
2016,Ausland,Seen,Waldegg,79
2016,Ausland,Seen,Waser,1149
2016,Ausland,Stadt,Altstadt,244
2016,Ausland,Stadt,Brühlberg,326
2016,Ausland,Stadt,Heiligberg,482
2016,Ausland,Stadt,Lind,966
2016,Ausland,Stadt,Neuwiesen,856
2016,Ausland,Stadt,Tössfeld,1013
2016,Ausland,Töss,Dättnau,851
2016,Ausland,Töss,Eichliacker,1287
2016,Ausland,Töss,Schlosstal,1024
2016,Ausland,Veltheim,Blumenau,1056
2016,Ausland,Veltheim,Rosenberg,902
2016,Ausland,Wülflingen,Härti,1067
2016,Ausland,Wülflingen,Lindenplatz,667
2016,Ausland,Wülflingen,Niederfeld,307
2016,Ausland,Wülflingen,Oberfeld,1514
2016,Ausland,Wülflingen,Taggenberg,100
2016,Ausland,Wülflingen,Weinberg,178
2016,Ausland,unbekannt,unbekannt,6
2016,Schweiz,Mattenbach,Deutweg,5484
2016,Schweiz,Mattenbach,Endliker,1624
2016,Schweiz,Mattenbach,Gutschick,2075
2016,Schweiz,Oberwinterthur,Grüze,1462
2016,Schweiz,Oberwinterthur,Guggenbühl,3914
2016,Schweiz,Oberwinterthur,Hegi,2551
2016,Schweiz,Oberwinterthur,Hegmatten,1374
2016,Schweiz,Oberwinterthur,Reutlingen,354
2016,Schweiz,Oberwinterthur,Ricketwil,80
2016,Schweiz,Oberwinterthur,Stadel,260
2016,Schweiz,Oberwinterthur,Talacker,4912
2016,Schweiz,Oberwinterthur,Zinzikon,2084
2016,Schweiz,Seen,Büelwiesen,2159
2016,Schweiz,Seen,Eidberg,164
2016,Schweiz,Seen,Ganzenbühl,2315
2016,Schweiz,Seen,Gotzenwil,589
2016,Schweiz,Seen,Iberg,962
2016,Schweiz,Seen,Oberseen,2101
2016,Schweiz,Seen,Sennhof,840
2016,Schweiz,Seen,Sonnenberg,889
2016,Schweiz,Seen,Waldegg,1078
2016,Schweiz,Seen,Waser,4062
2016,Schweiz,Stadt,Altstadt,1670
2016,Schweiz,Stadt,Brühlberg,1655
2016,Schweiz,Stadt,Heiligberg,2791
2016,Schweiz,Stadt,Lind,4580
2016,Schweiz,Stadt,Neuwiesen,3030
2016,Schweiz,Stadt,Tössfeld,2724
2016,Schweiz,Töss,Dättnau,2530
2016,Schweiz,Töss,Eichliacker,2555
2016,Schweiz,Töss,Schlosstal,2294
2016,Schweiz,Veltheim,Blumenau,3332
2016,Schweiz,Veltheim,Rosenberg,4632
2016,Schweiz,Wülflingen,Hardau,293
2016,Schweiz,Wülflingen,Härti,2437
2016,Schweiz,Wülflingen,Lindenplatz,1963
2016,Schweiz,Wülflingen,Neuburg,172
2016,Schweiz,Wülflingen,Niederfeld,1600
2016,Schweiz,Wülflingen,Oberfeld,3747
2016,Schweiz,Wülflingen,Taggenberg,830
2016,Schweiz,Wülflingen,Weinberg,892
2016,Schweiz,unbekannt,unbekannt,3
2017,Ausland,Mattenbach,Deutweg,1496
2017,Ausland,Mattenbach,Endliker,517
2017,Ausland,Mattenbach,Gutschick,1017
2017,Ausland,Oberwinterthur,Grüze,561
2017,Ausland,Oberwinterthur,Guggenbühl,1923
2017,Ausland,Oberwinterthur,Hegi,590
2017,Ausland,Oberwinterthur,Hegmatten,405
2017,Ausland,Oberwinterthur,Talacker,1522
2017,Ausland,Oberwinterthur,Zinzikon,644
2017,Ausland,Seen,Büelwiesen,754
2017,Ausland,Seen,Ganzenbühl,515
2017,Ausland,Seen,Iberg,69
2017,Ausland,Seen,Oberseen,185
2017,Ausland,Seen,Sennhof,359
2017,Ausland,Seen,Sonnenberg,37
2017,Ausland,Seen,Waldegg,69
2017,Ausland,Seen,Waser,1191
2017,Ausland,Stadt,Altstadt,245
2017,Ausland,Stadt,Brühlberg,388
2017,Ausland,Stadt,Heiligberg,436
2017,Ausland,Stadt,Lind,995
2017,Ausland,Stadt,Neuwiesen,826
2017,Ausland,Stadt,Tössfeld,1054
2017,Ausland,Töss,Dättnau,808
2017,Ausland,Töss,Eichliacker,1348
2017,Ausland,Töss,Schlosstal,1037
2017,Ausland,Veltheim,Blumenau,1062
2017,Ausland,Veltheim,Rosenberg,897
2017,Ausland,Wülflingen,Härti,1076
2017,Ausland,Wülflingen,Lindenplatz,671
2017,Ausland,Wülflingen,Niederfeld,346
2017,Ausland,Wülflingen,Oberfeld,1554
2017,Ausland,Wülflingen,Taggenberg,126
2017,Ausland,Wülflingen,Weinberg,194
2017,Schweiz,Mattenbach,Deutweg,5361
2017,Schweiz,Mattenbach,Endliker,1630
2017,Schweiz,Mattenbach,Gutschick,2038
2017,Schweiz,Oberwinterthur,Grüze,1594
2017,Schweiz,Oberwinterthur,Guggenbühl,3892
2017,Schweiz,Oberwinterthur,Hegi,2599
2017,Schweiz,Oberwinterthur,Hegmatten,1346
2017,Schweiz,Oberwinterthur,Reutlingen,347
2017,Schweiz,Oberwinterthur,Ricketwil,83
2017,Schweiz,Oberwinterthur,Stadel,250
2017,Schweiz,Oberwinterthur,Talacker,4967
2017,Schweiz,Oberwinterthur,Zinzikon,2083
2017,Schweiz,Seen,Büelwiesen,2146
2017,Schweiz,Seen,Eidberg,158
2017,Schweiz,Seen,Ganzenbühl,2307
2017,Schweiz,Seen,Gotzenwil,629
2017,Schweiz,Seen,Iberg,991
2017,Schweiz,Seen,Oberseen,2096
2017,Schweiz,Seen,Sennhof,841
2017,Schweiz,Seen,Sonnenberg,869
2017,Schweiz,Seen,Waldegg,1101
2017,Schweiz,Seen,Waser,4055
2017,Schweiz,Stadt,Altstadt,1686
2017,Schweiz,Stadt,Brühlberg,1756
2017,Schweiz,Stadt,Heiligberg,2794
2017,Schweiz,Stadt,Lind,4544
2017,Schweiz,Stadt,Neuwiesen,3066
2017,Schweiz,Stadt,Tössfeld,2777
2017,Schweiz,Töss,Dättnau,2561
2017,Schweiz,Töss,Eichliacker,2670
2017,Schweiz,Töss,Schlosstal,2304
2017,Schweiz,Veltheim,Blumenau,3341
2017,Schweiz,Veltheim,Rosenberg,4688
2017,Schweiz,Wülflingen,Hardau,295
2017,Schweiz,Wülflingen,Härti,2416
2017,Schweiz,Wülflingen,Lindenplatz,1990
2017,Schweiz,Wülflingen,Neuburg,166
2017,Schweiz,Wülflingen,Niederfeld,1619
2017,Schweiz,Wülflingen,Oberfeld,3838
2017,Schweiz,Wülflingen,Taggenberg,869
2017,Schweiz,Wülflingen,Weinberg,905
2018,Ausland,Mattenbach,Deutweg,1443
2018,Ausland,Mattenbach,Endliker,507
2018,Ausland,Mattenbach,Gutschick,1079
2018,Ausland,Oberwinterthur,Grüze,693
2018,Ausland,Oberwinterthur,Guggenbühl,1933
2018,Ausland,Oberwinterthur,Hegi,590
2018,Ausland,Oberwinterthur,Hegmatten,446
2018,Ausland,Oberwinterthur,Talacker,1495
2018,Ausland,Oberwinterthur,Zinzikon,641
2018,Ausland,Seen,Büelwiesen,802
2018,Ausland,Seen,Ganzenbühl,534
2018,Ausland,Seen,Gotzenwil,23
2018,Ausland,Seen,Iberg,72
2018,Ausland,Seen,Oberseen,205
2018,Ausland,Seen,Sennhof,369
2018,Ausland,Seen,Sonnenberg,30
2018,Ausland,Seen,Waldegg,64
2018,Ausland,Seen,Waser,1246
2018,Ausland,Stadt,Altstadt,238
2018,Ausland,Stadt,Brühlberg,387
2018,Ausland,Stadt,Heiligberg,406
2018,Ausland,Stadt,Lind,1016
2018,Ausland,Stadt,Neuwiesen,849
2018,Ausland,Stadt,Tössfeld,1023
2018,Ausland,Töss,Dättnau,848
2018,Ausland,Töss,Eichliacker,1333
2018,Ausland,Töss,Schlosstal,1112
2018,Ausland,Veltheim,Blumenau,1100
2018,Ausland,Veltheim,Rosenberg,900
2018,Ausland,Wülflingen,Härti,1086
2018,Ausland,Wülflingen,Lindenplatz,680
2018,Ausland,Wülflingen,Niederfeld,337
2018,Ausland,Wülflingen,Oberfeld,1547
2018,Ausland,Wülflingen,Taggenberg,107
2018,Ausland,Wülflingen,Weinberg,217
2018,Schweiz,Mattenbach,Deutweg,5436
2018,Schweiz,Mattenbach,Endliker,1608
2018,Schweiz,Mattenbach,Gutschick,2008
2018,Schweiz,Oberwinterthur,Grüze,1790
2018,Schweiz,Oberwinterthur,Guggenbühl,3845
2018,Schweiz,Oberwinterthur,Hegi,2613
2018,Schweiz,Oberwinterthur,Hegmatten,1342
2018,Schweiz,Oberwinterthur,Reutlingen,356
2018,Schweiz,Oberwinterthur,Ricketwil,71
2018,Schweiz,Oberwinterthur,Stadel,257
2018,Schweiz,Oberwinterthur,Talacker,5042
2018,Schweiz,Oberwinterthur,Zinzikon,2116
2018,Schweiz,Seen,Büelwiesen,2215
2018,Schweiz,Seen,Eidberg,155
2018,Schweiz,Seen,Ganzenbühl,2318
2018,Schweiz,Seen,Gotzenwil,661
2018,Schweiz,Seen,Iberg,1009
2018,Schweiz,Seen,Oberseen,2098
2018,Schweiz,Seen,Sennhof,955
2018,Schweiz,Seen,Sonnenberg,853
2018,Schweiz,Seen,Waldegg,1117
2018,Schweiz,Seen,Waser,4119
2018,Schweiz,Stadt,Altstadt,1708
2018,Schweiz,Stadt,Brühlberg,1775
2018,Schweiz,Stadt,Heiligberg,2748
2018,Schweiz,Stadt,Lind,4679
2018,Schweiz,Stadt,Neuwiesen,3166
2018,Schweiz,Stadt,Tössfeld,2779
2018,Schweiz,Töss,Dättnau,2566
2018,Schweiz,Töss,Eichliacker,2697
2018,Schweiz,Töss,Schlosstal,2256
2018,Schweiz,Veltheim,Blumenau,3311
2018,Schweiz,Veltheim,Rosenberg,4623
2018,Schweiz,Wülflingen,Hardau,298
2018,Schweiz,Wülflingen,Härti,2372
2018,Schweiz,Wülflingen,Lindenplatz,1974
2018,Schweiz,Wülflingen,Neuburg,155
2018,Schweiz,Wülflingen,Niederfeld,1569
2018,Schweiz,Wülflingen,Oberfeld,3863
2018,Schweiz,Wülflingen,Taggenberg,876
2018,Schweiz,Wülflingen,Weinberg,894
2019,Ausland,Mattenbach,Deutweg,1435
2019,Ausland,Mattenbach,Endliker,532
2019,Ausland,Mattenbach,Gutschick,1116
2019,Ausland,Oberwinterthur,Grüze,835
2019,Ausland,Oberwinterthur,Guggenbühl,1995
2019,Ausland,Oberwinterthur,Hegi,691
2019,Ausland,Oberwinterthur,Hegmatten,449
2019,Ausland,Oberwinterthur,Talacker,1453
2019,Ausland,Oberwinterthur,Zinzikon,684
2019,Ausland,Seen,Büelwiesen,838
2019,Ausland,Seen,Ganzenbühl,564
2019,Ausland,Seen,Gotzenwil,28
2019,Ausland,Seen,Iberg,70
2019,Ausland,Seen,Oberseen,216
2019,Ausland,Seen,Sennhof,467
2019,Ausland,Seen,Sonnenberg,28
2019,Ausland,Seen,Waldegg,60
2019,Ausland,Seen,Waser,1253
2019,Ausland,Stadt,Altstadt,236
2019,Ausland,Stadt,Brühlberg,387
2019,Ausland,Stadt,Heiligberg,327
2019,Ausland,Stadt,Lind,1053
2019,Ausland,Stadt,Neuwiesen,855
2019,Ausland,Stadt,Tössfeld,994
2019,Ausland,Töss,Dättnau,901
2019,Ausland,Töss,Eichliacker,1381
2019,Ausland,Töss,Schlosstal,1138
2019,Ausland,Veltheim,Blumenau,1085
2019,Ausland,Veltheim,Rosenberg,876
2019,Ausland,Wülflingen,Härti,1065
2019,Ausland,Wülflingen,Lindenplatz,705
2019,Ausland,Wülflingen,Niederfeld,354
2019,Ausland,Wülflingen,Oberfeld,1573
2019,Ausland,Wülflingen,Taggenberg,112
2019,Ausland,Wülflingen,Weinberg,207
2019,Schweiz,Mattenbach,Deutweg,5590
2019,Schweiz,Mattenbach,Endliker,1590
2019,Schweiz,Mattenbach,Gutschick,1995
2019,Schweiz,Oberwinterthur,Grüze,1920
2019,Schweiz,Oberwinterthur,Guggenbühl,3775
2019,Schweiz,Oberwinterthur,Hegi,2669
2019,Schweiz,Oberwinterthur,Hegmatten,1439
2019,Schweiz,Oberwinterthur,Reutlingen,359
2019,Schweiz,Oberwinterthur,Ricketwil,76
2019,Schweiz,Oberwinterthur,Stadel,263
2019,Schweiz,Oberwinterthur,Talacker,4997
2019,Schweiz,Oberwinterthur,Zinzikon,2145
2019,Schweiz,Seen,Büelwiesen,2225
2019,Schweiz,Seen,Eidberg,158
2019,Schweiz,Seen,Ganzenbühl,2275
2019,Schweiz,Seen,Gotzenwil,644
2019,Schweiz,Seen,Iberg,1028
2019,Schweiz,Seen,Oberseen,2194
2019,Schweiz,Seen,Sennhof,1166
2019,Schweiz,Seen,Sonnenberg,864
2019,Schweiz,Seen,Waldegg,1112
2019,Schweiz,Seen,Waser,4138
2019,Schweiz,Stadt,Altstadt,1713
2019,Schweiz,Stadt,Brühlberg,1812
2019,Schweiz,Stadt,Heiligberg,2797
2019,Schweiz,Stadt,Lind,4699
2019,Schweiz,Stadt,Neuwiesen,3218
2019,Schweiz,Stadt,Tössfeld,2752
2019,Schweiz,Töss,Dättnau,2554
2019,Schweiz,Töss,Eichliacker,2759
2019,Schweiz,Töss,Schlosstal,2255
2019,Schweiz,Veltheim,Blumenau,3335
2019,Schweiz,Veltheim,Rosenberg,4598
2019,Schweiz,Wülflingen,Hardau,298
2019,Schweiz,Wülflingen,Härti,2323
2019,Schweiz,Wülflingen,Lindenplatz,1966
2019,Schweiz,Wülflingen,Neuburg,154
2019,Schweiz,Wülflingen,Niederfeld,1564
2019,Schweiz,Wülflingen,Oberfeld,3842
2019,Schweiz,Wülflingen,Taggenberg,895
2019,Schweiz,Wülflingen,Weinberg,887
2020,Ausland,Mattenbach,Deutweg,1466
2020,Ausland,Mattenbach,Endliker,516
2020,Ausland,Mattenbach,Gutschick,1102
2020,Ausland,Oberwinterthur,Grüze,840
2020,Ausland,Oberwinterthur,Guggenbühl,2056
2020,Ausland,Oberwinterthur,Hegi,712
2020,Ausland,Oberwinterthur,Hegmatten,485
2020,Ausland,Oberwinterthur,Talacker,1492
2020,Ausland,Oberwinterthur,Zinzikon,697
2020,Ausland,Seen,Büelwiesen,936
2020,Ausland,Seen,Ganzenbühl,624
2020,Ausland,Seen,Gotzenwil,21
2020,Ausland,Seen,Iberg,73
2020,Ausland,Seen,Oberseen,202
2020,Ausland,Seen,Sennhof,460
2020,Ausland,Seen,Sonnenberg,52
2020,Ausland,Seen,Waldegg,60
2020,Ausland,Seen,Waser,1303
2020,Ausland,Stadt,Altstadt,217
2020,Ausland,Stadt,Brühlberg,366
2020,Ausland,Stadt,Heiligberg,313
2020,Ausland,Stadt,Lind,1032
2020,Ausland,Stadt,Neuwiesen,808
2020,Ausland,Stadt,Tössfeld,1015
2020,Ausland,Töss,Dättnau,879
2020,Ausland,Töss,Eichliacker,1422
2020,Ausland,Töss,Schlosstal,1131
2020,Ausland,Veltheim,Blumenau,1126
2020,Ausland,Veltheim,Rosenberg,929
2020,Ausland,Wülflingen,Härti,1159
2020,Ausland,Wülflingen,Lindenplatz,680
2020,Ausland,Wülflingen,Niederfeld,341
2020,Ausland,Wülflingen,Oberfeld,1608
2020,Ausland,Wülflingen,Taggenberg,117
2020,Ausland,Wülflingen,Weinberg,237
2020,Schweiz,Mattenbach,Deutweg,5578
2020,Schweiz,Mattenbach,Endliker,1599
2020,Schweiz,Mattenbach,Gutschick,2003
2020,Schweiz,Oberwinterthur,Grüze,2077
2020,Schweiz,Oberwinterthur,Guggenbühl,3745
2020,Schweiz,Oberwinterthur,Hegi,2659
2020,Schweiz,Oberwinterthur,Hegmatten,1426
2020,Schweiz,Oberwinterthur,Reutlingen,346
2020,Schweiz,Oberwinterthur,Ricketwil,76
2020,Schweiz,Oberwinterthur,Stadel,265
2020,Schweiz,Oberwinterthur,Talacker,4949
2020,Schweiz,Oberwinterthur,Zinzikon,2112
2020,Schweiz,Seen,Büelwiesen,2247
2020,Schweiz,Seen,Eidberg,162
2020,Schweiz,Seen,Ganzenbühl,2284
2020,Schweiz,Seen,Gotzenwil,642
2020,Schweiz,Seen,Iberg,1039
2020,Schweiz,Seen,Oberseen,2195
2020,Schweiz,Seen,Sennhof,1174
2020,Schweiz,Seen,Sonnenberg,871
2020,Schweiz,Seen,Waldegg,1088
2020,Schweiz,Seen,Waser,4165
2020,Schweiz,Stadt,Altstadt,1724
2020,Schweiz,Stadt,Brühlberg,1766
2020,Schweiz,Stadt,Heiligberg,2877
2020,Schweiz,Stadt,Lind,4720
2020,Schweiz,Stadt,Neuwiesen,3164
2020,Schweiz,Stadt,Tössfeld,3021
2020,Schweiz,Töss,Dättnau,2567
2020,Schweiz,Töss,Eichliacker,2691
2020,Schweiz,Töss,Rossberg,23
2020,Schweiz,Töss,Schlosstal,2282
2020,Schweiz,Veltheim,Blumenau,3430
2020,Schweiz,Veltheim,Rosenberg,4565
2020,Schweiz,Wülflingen,Hardau,309
2020,Schweiz,Wülflingen,Härti,2335
2020,Schweiz,Wülflingen,Lindenplatz,2000
2020,Schweiz,Wülflingen,Neuburg,159
2020,Schweiz,Wülflingen,Niederfeld,1539
2020,Schweiz,Wülflingen,Oberfeld,3843
2020,Schweiz,Wülflingen,Taggenberg,895
2020,Schweiz,Wülflingen,Weinberg,880
2021,Ausland,Mattenbach,Deutweg,1448
2021,Ausland,Mattenbach,Endliker,576
2021,Ausland,Mattenbach,Gutschick,1151
2021,Ausland,Oberwinterthur,Grüze,896
2021,Ausland,Oberwinterthur,Guggenbühl,2068
2021,Ausland,Oberwinterthur,Hegi,666
2021,Ausland,Oberwinterthur,Hegmatten,474
2021,Ausland,Oberwinterthur,Talacker,1474
2021,Ausland,Oberwinterthur,Zinzikon,681
2021,Ausland,Seen,Büelwiesen,915
2021,Ausland,Seen,Ganzenbühl,630
2021,Ausland,Seen,Gotzenwil,23
2021,Ausland,Seen,Iberg,79
2021,Ausland,Seen,Oberseen,231
2021,Ausland,Seen,Sennhof,475
2021,Ausland,Seen,Sonnenberg,26
2021,Ausland,Seen,Waldegg,82
2021,Ausland,Seen,Waser,1338
2021,Ausland,Stadt,Altstadt,250
2021,Ausland,Stadt,Brühlberg,415
2021,Ausland,Stadt,Heiligberg,405
2021,Ausland,Stadt,Lind,1049
2021,Ausland,Stadt,Neuwiesen,805
2021,Ausland,Stadt,Tössfeld,1057
2021,Ausland,Töss,Dättnau,948
2021,Ausland,Töss,Eichliacker,1415
2021,Ausland,Töss,Schlosstal,1094
2021,Ausland,Veltheim,Blumenau,1138
2021,Ausland,Veltheim,Rosenberg,914
2021,Ausland,Wülflingen,Härti,1190
2021,Ausland,Wülflingen,Lindenplatz,772
2021,Ausland,Wülflingen,Niederfeld,390
2021,Ausland,Wülflingen,Oberfeld,1587
2021,Ausland,Wülflingen,Taggenberg,134
2021,Ausland,Wülflingen,Weinberg,218
2021,Schweiz,Mattenbach,Deutweg,5559
2021,Schweiz,Mattenbach,Endliker,1536
2021,Schweiz,Mattenbach,Gutschick,1987
2021,Schweiz,Oberwinterthur,Grüze,2155
2021,Schweiz,Oberwinterthur,Guggenbühl,3685
2021,Schweiz,Oberwinterthur,Hegi,2716
2021,Schweiz,Oberwinterthur,Hegmatten,1496
2021,Schweiz,Oberwinterthur,Reutlingen,353
2021,Schweiz,Oberwinterthur,Ricketwil,80
2021,Schweiz,Oberwinterthur,Stadel,260
2021,Schweiz,Oberwinterthur,Talacker,4970
2021,Schweiz,Oberwinterthur,Zinzikon,2108
2021,Schweiz,Seen,Büelwiesen,2248
2021,Schweiz,Seen,Eidberg,156
2021,Schweiz,Seen,Ganzenbühl,2317
2021,Schweiz,Seen,Gotzenwil,634
2021,Schweiz,Seen,Iberg,1017
2021,Schweiz,Seen,Oberseen,2290
2021,Schweiz,Seen,Sennhof,1174
2021,Schweiz,Seen,Sonnenberg,853
2021,Schweiz,Seen,Waldegg,1060
2021,Schweiz,Seen,Waser,4136
