jahr,herkunft,stadtkreis,quartier,anzahl
2016,Ausland,Töss,Schlosstal,95
2016,Ausland,Töss,Schlosstal,112
2016,Ausland,Töss,Schlosstal,200
2016,Ausland,Töss,Schlosstal,77
2016,Ausland,Töss,Schlosstal,126
2016,Ausland,Töss,Schlosstal,26
2016,Ausland,Töss,Schlosstal,39
2016,Schweiz,Töss,Schlosstal,2294
2016,Ausland,Töss,Schlosstal,73
2016,Ausland,Töss,Schlosstal,24
2016,Ausland,Töss,Schlosstal,103
2016,Ausland,Töss,Schlosstal,56
2016,Ausland,Töss,Schlosstal,1
2016,Ausland,Töss,Schlosstal,23
2016,Ausland,Seen,Sennhof,33
2016,Ausland,Seen,Sennhof,64
2016,Ausland,Seen,Sennhof,64
2016,Ausland,Seen,Sennhof,27
2016,Ausland,Seen,Sennhof,120
2016,Schweiz,Seen,Sennhof,840
2016,Ausland,Seen,Sennhof,21
2016,Ausland,Seen,Sonnenberg,40
2016,Schweiz,Seen,Sonnenberg,889
2016,Schweiz,Oberwinterthur,Stadel,260
2016,Ausland,Wülflingen,Taggenberg,52
2016,Ausland,Wülflingen,Taggenberg,48
2016,Schweiz,Wülflingen,Taggenberg,830
2016,Ausland,Oberwinterthur,Talacker,90
2016,Ausland,Oberwinterthur,Talacker,51
2016,Ausland,Oberwinterthur,Talacker,122
2016,Ausland,Oberwinterthur,Talacker,23
2016,Ausland,Oberwinterthur,Talacker,344
2016,Ausland,Oberwinterthur,Talacker,239
2016,Ausland,Oberwinterthur,Talacker,78
2016,Ausland,Oberwinterthur,Talacker,97
2016,Ausland,Oberwinterthur,Talacker,38
2016,Ausland,Oberwinterthur,Talacker,53
2016,Schweiz,Oberwinterthur,Talacker,4912
2016,Ausland,Oberwinterthur,Talacker,93
2016,Ausland,Oberwinterthur,Talacker,49
2016,Ausland,Oberwinterthur,Talacker,66
2016,Ausland,Oberwinterthur,Talacker,72
2016,Ausland,Oberwinterthur,Talacker,35
2016,Ausland,Oberwinterthur,Talacker,1
2016,Ausland,Oberwinterthur,Talacker,34
2016,Ausland,Stadt,Tössfeld,38
2016,Ausland,Stadt,Tössfeld,38
2016,Ausland,Stadt,Tössfeld,86
2016,Ausland,Stadt,Tössfeld,27
2016,Ausland,Stadt,Tössfeld,163
2016,Ausland,Stadt,Tössfeld,245
2016,Ausland,Stadt,Tössfeld,41
2016,Ausland,Stadt,Tössfeld,80
2016,Ausland,Stadt,Tössfeld,21
2016,Ausland,Stadt,Tössfeld,34
2016,Schweiz,Stadt,Tössfeld,2724
2016,Ausland,Stadt,Tössfeld,51
2016,Ausland,Stadt,Tössfeld,36
2016,Ausland,Stadt,Tössfeld,55
2016,Ausland,Stadt,Tössfeld,49
2016,Ausland,Stadt,Tössfeld,22
2016,Ausland,Stadt,Tössfeld,3
2016,Ausland,Stadt,Tössfeld,24
2016,Ausland,unbekannt,unbekannt,2
2016,Ausland,unbekannt,unbekannt,1
2016,Ausland,unbekannt,unbekannt,1
2016,Schweiz,unbekannt,unbekannt,3
2016,Ausland,unbekannt,unbekannt,1
2016,Ausland,unbekannt,unbekannt,1
2016,Ausland,Seen,Waldegg,39
2016,Ausland,Seen,Waldegg,39
2016,Schweiz,Seen,Waldegg,1078
2016,Ausland,Seen,Waldegg,1
2016,Ausland,Seen,Waser,27
2016,Ausland,Seen,Waser,28
2016,Ausland,Seen,Waser,49
2016,Ausland,Seen,Waser,26
2016,Ausland,Seen,Waser,190
2016,Ausland,Seen,Waser,263
2016,Ausland,Seen,Waser,126
2016,Ausland,Seen,Waser,59
2016,Ausland,Seen,Waser,43
2016,Ausland,Seen,Waser,62
2016,Schweiz,Seen,Waser,4062
2016,Ausland,Seen,Waser,48
2016,Ausland,Seen,Waser,43
2016,Ausland,Seen,Waser,110
2016,Ausland,Seen,Waser,49
2016,Ausland,Seen,Waser,1
2016,Ausland,Seen,Waser,25
2016,Ausland,Wülflingen,Weinberg,33
2016,Ausland,Wülflingen,Weinberg,33
2016,Ausland,Wülflingen,Weinberg,35
2016,Ausland,Wülflingen,Weinberg,43
2016,Ausland,Wülflingen,Weinberg,28
2016,Schweiz,Wülflingen,Weinberg,892
2016,Ausland,Wülflingen,Weinberg,6
2016,Ausland,Oberwinterthur,Zinzikon,25
2016,Ausland,Oberwinterthur,Zinzikon,55
2016,Ausland,Oberwinterthur,Zinzikon,190
2016,Ausland,Oberwinterthur,Zinzikon,110
2016,Ausland,Oberwinterthur,Zinzikon,27
2016,Ausland,Oberwinterthur,Zinzikon,36
2016,Ausland,Oberwinterthur,Zinzikon,28
2016,Schweiz,Oberwinterthur,Zinzikon,2084
2016,Ausland,Oberwinterthur,Zinzikon,25
2016,Ausland,Oberwinterthur,Zinzikon,52
2016,Ausland,Oberwinterthur,Zinzikon,58
2016,Ausland,Oberwinterthur,Zinzikon,5
2016,Ausland,Oberwinterthur,Zinzikon,21
2015,Ausland,Stadt,Altstadt,24
2015,Ausland,Stadt,Altstadt,111
2015,Ausland,Stadt,Altstadt,40
2015,Ausland,Stadt,Altstadt,22
2015,Schweiz,Stadt,Altstadt,1644
2015,Ausland,Stadt,Altstadt,21
2015,Ausland,Stadt,Altstadt,1
2015,Ausland,Stadt,Altstadt,37
2015,Ausland,Veltheim,Blumenau,59
2015,Ausland,Veltheim,Blumenau,45
2015,Ausland,Veltheim,Blumenau,97
2015,Ausland,Veltheim,Blumenau,191
2015,Ausland,Veltheim,Blumenau,167
2015,Ausland,Veltheim,Blumenau,93
2015,Ausland,Veltheim,Blumenau,113
2015,Ausland,Veltheim,Blumenau,26
2015,Ausland,Veltheim,Blumenau,44
2015,Schweiz,Veltheim,Blumenau,3263
2015,Ausland,Veltheim,Blumenau,63
2015,Ausland,Veltheim,Blumenau,45
2015,Ausland,Veltheim,Blumenau,57
2015,Ausland,Veltheim,Blumenau,41
2015,Ausland,Veltheim,Blumenau,1
2015,Ausland,Veltheim,Blumenau,41
2015,Ausland,Stadt,Brühlberg,22
2015,Ausland,Stadt,Brühlberg,124
2015,Ausland,Stadt,Brühlberg,44
2015,Ausland,Stadt,Brühlberg,34
2015,Ausland,Stadt,Brühlberg,25
2015,Schweiz,Stadt,Brühlberg,1473
2015,Ausland,Stadt,Brühlberg,29
2015,Ausland,Seen,Büelwiesen,32
2015,Ausland,Seen,Büelwiesen,22
2015,Ausland,Seen,Büelwiesen,69
2015,Ausland,Seen,Büelwiesen,117
2015,Ausland,Seen,Büelwiesen,178
2015,Ausland,Seen,Büelwiesen,65
2015,Ausland,Seen,Büelwiesen,58
2015,Ausland,Seen,Büelwiesen,44
2015,Schweiz,Seen,Büelwiesen,2190
2015,Ausland,Seen,Büelwiesen,32
2015,Ausland,Seen,Büelwiesen,29
2015,Ausland,Seen,Büelwiesen,64
2015,Ausland,Seen,Büelwiesen,30
2015,Ausland,Seen,Büelwiesen,1
2015,Ausland,Töss,Dättnau,48
2015,Ausland,Töss,Dättnau,174
2015,Ausland,Töss,Dättnau,186
2015,Ausland,Töss,Dättnau,60
2015,Ausland,Töss,Dättnau,130
2015,Schweiz,Töss,Dättnau,2505
2015,Ausland,Töss,Dättnau,32
2015,Ausland,Töss,Dättnau,24
2015,Ausland,Töss,Dättnau,92
2015,Ausland,Töss,Dättnau,52
2015,Ausland,Töss,Dättnau,25
2015,Ausland,Mattenbach,Deutweg,82
2015,Ausland,Mattenbach,Deutweg,60
2015,Ausland,Mattenbach,Deutweg,115
2015,Ausland,Mattenbach,Deutweg,23
2015,Ausland,Mattenbach,Deutweg,292
2015,Ausland,Mattenbach,Deutweg,204
2015,Ausland,Mattenbach,Deutweg,49
2015,Ausland,Mattenbach,Deutweg,106
2015,Ausland,Mattenbach,Deutweg,46
2015,Ausland,Mattenbach,Deutweg,51
2015,Schweiz,Mattenbach,Deutweg,5510
2015,Ausland,Mattenbach,Deutweg,52
2015,Ausland,Mattenbach,Deutweg,52
2015,Ausland,Mattenbach,Deutweg,89
2015,Ausland,Mattenbach,Deutweg,71
2015,Ausland,Mattenbach,Deutweg,1
2015,Ausland,Mattenbach,Deutweg,69
2015,Ausland,Töss,Eichliacker,73
2015,Ausland,Töss,Eichliacker,37
2015,Ausland,Töss,Eichliacker,81
2015,Ausland,Töss,Eichliacker,21
2015,Ausland,Töss,Eichliacker,167
2015,Ausland,Töss,Eichliacker,211
2015,Ausland,Töss,Eichliacker,75
2015,Ausland,Töss,Eichliacker,181
2015,Ausland,Töss,Eichliacker,42
2015,Ausland,Töss,Eichliacker,52
2015,Schweiz,Töss,Eichliacker,2519
2015,Ausland,Töss,Eichliacker,104
2015,Ausland,Töss,Eichliacker,35
2015,Ausland,Töss,Eichliacker,182
2015,Ausland,Töss,Eichliacker,83
2015,Ausland,Töss,Eichliacker,1
2015,Ausland,Töss,Eichliacker,28
2015,Schweiz,Seen,Eidberg,165
2015,Ausland,Mattenbach,Endliker,36
2015,Ausland,Mattenbach,Endliker,34
2015,Ausland,Mattenbach,Endliker,73
2015,Ausland,Mattenbach,Endliker,109
2015,Ausland,Mattenbach,Endliker,64
2015,Ausland,Mattenbach,Endliker,29
2015,Ausland,Mattenbach,Endliker,21
2015,Schweiz,Mattenbach,Endliker,1607
2015,Ausland,Mattenbach,Endliker,50
2015,Ausland,Mattenbach,Endliker,73
2015,Ausland,Mattenbach,Endliker,38
2015,Ausland,Mattenbach,Endliker,1
2015,Ausland,Seen,Ganzenbühl,30
2015,Ausland,Seen,Ganzenbühl,161
2015,Ausland,Seen,Ganzenbühl,161
2015,Ausland,Seen,Ganzenbühl,27
2015,Ausland,Seen,Ganzenbühl,28
2015,Schweiz,Seen,Ganzenbühl,2318
2015,Ausland,Seen,Ganzenbühl,30
2015,Ausland,Seen,Ganzenbühl,32
2015,Ausland,Seen,Gotzenwil,21
2015,Schweiz,Seen,Gotzenwil,612
2015,Ausland,Oberwinterthur,Grüze,23
2015,Ausland,Oberwinterthur,Grüze,21
2015,Ausland,Oberwinterthur,Grüze,46
2015,Ausland,Oberwinterthur,Grüze,103
2015,Ausland,Oberwinterthur,Grüze,65
2015,Ausland,Oberwinterthur,Grüze,27
2015,Ausland,Oberwinterthur,Grüze,36
2015,Schweiz,Oberwinterthur,Grüze,1318
2015,Ausland,Oberwinterthur,Grüze,21
2015,Ausland,Oberwinterthur,Grüze,1
2015,Ausland,Oberwinterthur,Grüze,30
2015,Ausland,Oberwinterthur,Guggenbühl,114
2015,Ausland,Oberwinterthur,Guggenbühl,48
2015,Ausland,Oberwinterthur,Guggenbühl,117
2015,Ausland,Oberwinterthur,Guggenbühl,34
2015,Ausland,Oberwinterthur,Guggenbühl,171
2015,Ausland,Oberwinterthur,Guggenbühl,305
2015,Ausland,Oberwinterthur,Guggenbühl,95
2015,Ausland,Oberwinterthur,Guggenbühl,222
2015,Ausland,Oberwinterthur,Guggenbühl,46
2015,Ausland,Oberwinterthur,Guggenbühl,108
2015,Schweiz,Oberwinterthur,Guggenbühl,3972
2015,Ausland,Oberwinterthur,Guggenbühl,144
2015,Ausland,Oberwinterthur,Guggenbühl,33
2015,Ausland,Oberwinterthur,Guggenbühl,174
2015,Ausland,Oberwinterthur,Guggenbühl,102
2015,Ausland,Oberwinterthur,Guggenbühl,2
2015,Ausland,Oberwinterthur,Guggenbühl,29
2015,Ausland,Mattenbach,Gutschick,34
2015,Ausland,Mattenbach,Gutschick,64
2015,Ausland,Mattenbach,Gutschick,90
2015,Ausland,Mattenbach,Gutschick,196
2015,Ausland,Mattenbach,Gutschick,76
2015,Ausland,Mattenbach,Gutschick,103
2015,Ausland,Mattenbach,Gutschick,27
2015,Ausland,Mattenbach,Gutschick,33
2015,Schweiz,Mattenbach,Gutschick,2154
2015,Ausland,Mattenbach,Gutschick,71
2015,Ausland,Mattenbach,Gutschick,198
2015,Ausland,Mattenbach,Gutschick,60
2015,Schweiz,Wülflingen,Hardau,298
2015,Ausland,Wülflingen,Härti,49
2015,Ausland,Wülflingen,Härti,38
2015,Ausland,Wülflingen,Härti,60
2015,Ausland,Wülflingen,Härti,24
2015,Ausland,Wülflingen,Härti,144
2015,Ausland,Wülflingen,Härti,196
2015,Ausland,Wülflingen,Härti,118
2015,Ausland,Wülflingen,Härti,102
2015,Ausland,Wülflingen,Härti,25
2015,Ausland,Wülflingen,Härti,62
2015,Schweiz,Wülflingen,Härti,2402
2015,Ausland,Wülflingen,Härti,74
2015,Ausland,Wülflingen,Härti,43
2015,Ausland,Wülflingen,Härti,58
2015,Ausland,Wülflingen,Härti,61
2015,Ausland,Wülflingen,Härti,22
2015,Ausland,Oberwinterthur,Hegi,77
2015,Ausland,Oberwinterthur,Hegi,37
2015,Ausland,Oberwinterthur,Hegi,129
2015,Ausland,Oberwinterthur,Hegi,200
2015,Ausland,Oberwinterthur,Hegi,131
2015,Ausland,Oberwinterthur,Hegi,28
2015,Ausland,Oberwinterthur,Hegi,45
2015,Ausland,Oberwinterthur,Hegi,30
2015,Schweiz,Oberwinterthur,Hegi,2526
2015,Ausland,Oberwinterthur,Hegi,28
2015,Ausland,Oberwinterthur,Hegi,36
2015,Ausland,Oberwinterthur,Hegi,66
2015,Ausland,Oberwinterthur,Hegi,1
2015,Ausland,Oberwinterthur,Hegmatten,27
2015,Ausland,Oberwinterthur,Hegmatten,23
2015,Ausland,Oberwinterthur,Hegmatten,36
2015,Ausland,Oberwinterthur,Hegmatten,114
2015,Ausland,Oberwinterthur,Hegmatten,101
2015,Ausland,Oberwinterthur,Hegmatten,21
2015,Ausland,Oberwinterthur,Hegmatten,40
2015,Schweiz,Oberwinterthur,Hegmatten,1369
2015,Ausland,Oberwinterthur,Hegmatten,25
2015,Ausland,Oberwinterthur,Hegmatten,32
2015,Ausland,Stadt,Heiligberg,23
2015,Ausland,Stadt,Heiligberg,28
2015,Ausland,Stadt,Heiligberg,171
2015,Ausland,Stadt,Heiligberg,76
2015,Ausland,Stadt,Heiligberg,32
2015,Schweiz,Stadt,Heiligberg,2756
2015,Ausland,Stadt,Heiligberg,25
2015,Ausland,Stadt,Heiligberg,22
2015,Ausland,Stadt,Heiligberg,22
2015,Ausland,Seen,Iberg,34
2015,Ausland,Seen,Iberg,37
2015,Schweiz,Seen,Iberg,952
2015,Ausland,Stadt,Lind,41
2015,Ausland,Stadt,Lind,35
2015,Ausland,Stadt,Lind,70
2015,Ausland,Stadt,Lind,335
2015,Ausland,Stadt,Lind,102
2015,Ausland,Stadt,Lind,26
2015,Ausland,Stadt,Lind,37
2015,Ausland,Stadt,Lind,21
2015,Ausland,Stadt,Lind,50
2015,Schweiz,Stadt,Lind,4581
2015,Ausland,Stadt,Lind,31
2015,Ausland,Stadt,Lind,46
2015,Ausland,Stadt,Lind,33
2015,Ausland,Stadt,Lind,60
2015,Ausland,Wülflingen,Lindenplatz,49
2015,Ausland,Wülflingen,Lindenplatz,27
2015,Ausland,Wülflingen,Lindenplatz,64
2015,Ausland,Wülflingen,Lindenplatz,92
2015,Ausland,Wülflingen,Lindenplatz,146
2015,Ausland,Wülflingen,Lindenplatz,51
2015,Ausland,Wülflingen,Lindenplatz,54
2015,Ausland,Wülflingen,Lindenplatz,48
2015,Schweiz,Wülflingen,Lindenplatz,1976
2015,Ausland,Wülflingen,Lindenplatz,50
2015,Ausland,Wülflingen,Lindenplatz,24
2015,Ausland,Wülflingen,Lindenplatz,24
2015,Ausland,Wülflingen,Lindenplatz,1
2015,Schweiz,Wülflingen,Neuburg,157
2015,Ausland,Stadt,Neuwiesen,35
2015,Ausland,Stadt,Neuwiesen,40
2015,Ausland,Stadt,Neuwiesen,80
2015,Ausland,Stadt,Neuwiesen,258
2015,Ausland,Stadt,Neuwiesen,104
2015,Ausland,Stadt,Neuwiesen,41
2015,Ausland,Stadt,Neuwiesen,31
2015,Ausland,Stadt,Neuwiesen,42
2015,Ausland,Stadt,Neuwiesen,39
2015,Schweiz,Stadt,Neuwiesen,2940
2015,Ausland,Stadt,Neuwiesen,43
2015,Ausland,Stadt,Neuwiesen,25
2015,Ausland,Stadt,Neuwiesen,31
2015,Ausland,Stadt,Neuwiesen,34
2015,Ausland,Stadt,Neuwiesen,2
2015,Ausland,Stadt,Neuwiesen,61
2015,Ausland,Wülflingen,Niederfeld,30
2015,Ausland,Wülflingen,Niederfeld,77
2015,Ausland,Wülflingen,Niederfeld,82
2015,Schweiz,Wülflingen,Niederfeld,1468
2015,Ausland,Wülflingen,Niederfeld,24
2015,Ausland,Wülflingen,Oberfeld,90
2015,Ausland,Wülflingen,Oberfeld,34
2015,Ausland,Wülflingen,Oberfeld,83
2015,Ausland,Wülflingen,Oberfeld,26
2015,Ausland,Wülflingen,Oberfeld,265
2015,Ausland,Wülflingen,Oberfeld,301
2015,Ausland,Wülflingen,Oberfeld,92
2015,Ausland,Wülflingen,Oberfeld,103
2015,Ausland,Wülflingen,Oberfeld,24
2015,Ausland,Wülflingen,Oberfeld,33
2015,Ausland,Wülflingen,Oberfeld,77
2015,Schweiz,Wülflingen,Oberfeld,3680
2015,Ausland,Wülflingen,Oberfeld,82
2015,Ausland,Wülflingen,Oberfeld,45
2015,Ausland,Wülflingen,Oberfeld,110
2015,Ausland,Wülflingen,Oberfeld,64
2015,Ausland,Wülflingen,Oberfeld,25
2015,Ausland,Wülflingen,Oberfeld,42
2015,Ausland,Seen,Oberseen,24
2015,Ausland,Seen,Oberseen,65
2015,Ausland,Seen,Oberseen,58
2015,Ausland,Seen,Oberseen,24
2015,Schweiz,Seen,Oberseen,2090
2015,Ausland,Seen,Oberseen,25
2015,Schweiz,Oberwinterthur,Reutlingen,365
2015,Schweiz,Oberwinterthur,Ricketwil,81
2015,Ausland,Veltheim,Rosenberg,22
2015,Ausland,Veltheim,Rosenberg,25
2015,Ausland,Veltheim,Rosenberg,60
2015,Ausland,Veltheim,Rosenberg,243
2015,Ausland,Veltheim,Rosenberg,148
2015,Ausland,Veltheim,Rosenberg,31
2015,Ausland,Veltheim,Rosenberg,37
2015,Ausland,Veltheim,Rosenberg,21
2015,Ausland,Veltheim,Rosenberg,60
2015,Schweiz,Veltheim,Rosenberg,4686
2015,Ausland,Veltheim,Rosenberg,72
2015,Ausland,Veltheim,Rosenberg,26
2015,Ausland,Veltheim,Rosenberg,39
2015,Ausland,Veltheim,Rosenberg,32
2015,Ausland,Veltheim,Rosenberg,28
2015,Ausland,Töss,Schlosstal,37
2015,Ausland,Töss,Schlosstal,29
2015,Ausland,Töss,Schlosstal,84
2015,Ausland,Töss,Schlosstal,115
2015,Ausland,Töss,Schlosstal,197
2015,Ausland,Töss,Schlosstal,78
2015,Ausland,Töss,Schlosstal,117
2015,Ausland,Töss,Schlosstal,23
2015,Ausland,Töss,Schlosstal,36
2015,Schweiz,Töss,Schlosstal,2266
2015,Ausland,Töss,Schlosstal,84
2015,Ausland,Töss,Schlosstal,24
2015,Ausland,Töss,Schlosstal,99
2015,Ausland,Töss,Schlosstal,50
2015,Ausland,Töss,Schlosstal,1
2015,Ausland,Töss,Schlosstal,21
2015,Ausland,Seen,Sennhof,29
2015,Ausland,Seen,Sennhof,65
2015,Ausland,Seen,Sennhof,62
2015,Ausland,Seen,Sennhof,21
2015,Ausland,Seen,Sennhof,115
2015,Schweiz,Seen,Sennhof,835
2015,Ausland,Seen,Sennhof,24
2015,Ausland,Seen,Sonnenberg,38
2015,Schweiz,Seen,Sonnenberg,865
2015,Schweiz,Oberwinterthur,Stadel,261
2015,Ausland,Wülflingen,Taggenberg,45
2015,Ausland,Wülflingen,Taggenberg,48
2015,Schweiz,Wülflingen,Taggenberg,825
2015,Ausland,Oberwinterthur,Talacker,87
2015,Ausland,Oberwinterthur,Talacker,48
2015,Ausland,Oberwinterthur,Talacker,130
2015,Ausland,Oberwinterthur,Talacker,23
2015,Ausland,Oberwinterthur,Talacker,356
2015,Ausland,Oberwinterthur,Talacker,230
2015,Ausland,Oberwinterthur,Talacker,78
2015,Ausland,Oberwinterthur,Talacker,102
2015,Ausland,Oberwinterthur,Talacker,36
2015,Ausland,Oberwinterthur,Talacker,54
2015,Schweiz,Oberwinterthur,Talacker,4814
2015,Ausland,Oberwinterthur,Talacker,79
2015,Ausland,Oberwinterthur,Talacker,42
2015,Ausland,Oberwinterthur,Talacker,68
2015,Ausland,Oberwinterthur,Talacker,65
2015,Ausland,Oberwinterthur,Talacker,41
2015,Ausland,Oberwinterthur,Talacker,1
2015,Ausland,Oberwinterthur,Talacker,39
2015,Ausland,Stadt,Tössfeld,43
2015,Ausland,Stadt,Tössfeld,39
2015,Ausland,Stadt,Tössfeld,92
2015,Ausland,Stadt,Tössfeld,23
2015,Ausland,Stadt,Tössfeld,174
2015,Ausland,Stadt,Tössfeld,244
2015,Ausland,Stadt,Tössfeld,38
2015,Ausland,Stadt,Tössfeld,80
2015,Ausland,Stadt,Tössfeld,22
2015,Ausland,Stadt,Tössfeld,34
2015,Schweiz,Stadt,Tössfeld,2712
2015,Ausland,Stadt,Tössfeld,53
2015,Ausland,Stadt,Tössfeld,35
2015,Ausland,Stadt,Tössfeld,50
2015,Ausland,Stadt,Tössfeld,61
2015,Ausland,Stadt,Tössfeld,1
2015,Ausland,Stadt,Tössfeld,25
2015,Ausland,unbekannt,unbekannt,1
2015,Ausland,unbekannt,unbekannt,1
2015,Ausland,unbekannt,unbekannt,1
2015,Schweiz,unbekannt,unbekannt,9
2015,Ausland,unbekannt,unbekannt,3
2015,Ausland,Seen,Waldegg,39
2015,Ausland,Seen,Waldegg,35
2015,Schweiz,Seen,Waldegg,1064
2015,Ausland,Seen,Waser,27
2015,Ausland,Seen,Waser,22
2015,Ausland,Seen,Waser,58
2015,Ausland,Seen,Waser,24
2015,Ausland,Seen,Waser,173
2015,Ausland,Seen,Waser,266
2015,Ausland,Seen,Waser,113
2015,Ausland,Seen,Waser,42
2015,Ausland,Seen,Waser,48
2015,Ausland,Seen,Waser,58
2015,Schweiz,Seen,Waser,3994
2015,Ausland,Seen,Waser,40
2015,Ausland,Seen,Waser,42
2015,Ausland,Seen,Waser,108
2015,Ausland,Seen,Waser,50
2015,Ausland,Seen,Waser,25
2015,Ausland,Seen,Waser,1
2015,Ausland,Seen,Waser,21
2015,Ausland,Wülflingen,Weinberg,25
2015,Ausland,Wülflingen,Weinberg,24
2015,Ausland,Wülflingen,Weinberg,33
2015,Ausland,Wülflingen,Weinberg,36
2015,Ausland,Wülflingen,Weinberg,22
2015,Schweiz,Wülflingen,Weinberg,884
2015,Ausland,Wülflingen,Weinberg,22
2015,Ausland,Wülflingen,Weinberg,7
2015,Ausland,Oberwinterthur,Zinzikon,25
2015,Ausland,Oberwinterthur,Zinzikon,49
2015,Ausland,Oberwinterthur,Zinzikon,185
2015,Ausland,Oberwinterthur,Zinzikon,116
2015,Ausland,Oberwinterthur,Zinzikon,25
2015,Ausland,Oberwinterthur,Zinzikon,31
2015,Ausland,Oberwinterthur,Zinzikon,27
2015,Schweiz,Oberwinterthur,Zinzikon,2103
2015,Ausland,Oberwinterthur,Zinzikon,57
2015,Ausland,Oberwinterthur,Zinzikon,44
2015,Ausland,Oberwinterthur,Zinzikon,3
2015,Ausland,Oberwinterthur,Zinzikon,26
2014,Ausland,Stadt,Altstadt,26
2014,Ausland,Stadt,Altstadt,24
2014,Ausland,Stadt,Altstadt,22
2014,Ausland,Stadt,Altstadt,134
2014,Ausland,Stadt,Altstadt,49
2014,Ausland,Stadt,Altstadt,26
2014,Schweiz,Stadt,Altstadt,1871
2014,Ausland,Stadt,Altstadt,28
2014,Ausland,Stadt,Altstadt,31
2014,Ausland,Veltheim,Blumenau,50
2014,Ausland,Veltheim,Blumenau,44
2014,Ausland,Veltheim,Blumenau,85
2014,Ausland,Veltheim,Blumenau,195
2014,Ausland,Veltheim,Blumenau,167
2014,Ausland,Veltheim,Blumenau,91
2014,Ausland,Veltheim,Blumenau,98
2014,Ausland,Veltheim,Blumenau,23
2014,Ausland,Veltheim,Blumenau,49
2014,Schweiz,Veltheim,Blumenau,3276
2014,Ausland,Veltheim,Blumenau,71
2014,Ausland,Veltheim,Blumenau,33
2014,Ausland,Veltheim,Blumenau,58
2014,Ausland,Veltheim,Blumenau,44
2014,Ausland,Veltheim,Blumenau,1
2014,Ausland,Veltheim,Blumenau,39
2014,Ausland,Stadt,Brühlberg,38
2014,Ausland,Stadt,Brühlberg,22
2014,Ausland,Stadt,Brühlberg,129
2014,Ausland,Stadt,Brühlberg,56
2014,Ausland,Stadt,Brühlberg,25
2014,Ausland,Stadt,Brühlberg,29
2014,Schweiz,Stadt,Brühlberg,1446
2014,Ausland,Stadt,Brühlberg,27
2014,Ausland,Seen,Büelwiesen,23
2014,Ausland,Seen,Büelwiesen,29
2014,Ausland,Seen,Büelwiesen,62
2014,Ausland,Seen,Büelwiesen,112
2014,Ausland,Seen,Büelwiesen,162
2014,Ausland,Seen,Büelwiesen,54
2014,Ausland,Seen,Büelwiesen,58
2014,Ausland,Seen,Büelwiesen,21
2014,Ausland,Seen,Büelwiesen,38
2014,Schweiz,Seen,Büelwiesen,2178
2014,Ausland,Seen,Büelwiesen,30
2014,Ausland,Seen,Büelwiesen,26
2014,Ausland,Seen,Büelwiesen,67
2014,Ausland,Seen,Büelwiesen,29
2014,Ausland,Seen,Büelwiesen,1
2014,Ausland,Töss,Dättnau,40
2014,Ausland,Töss,Dättnau,153
2014,Ausland,Töss,Dättnau,184
2014,Ausland,Töss,Dättnau,53
2014,Ausland,Töss,Dättnau,123
2014,Schweiz,Töss,Dättnau,2363
2014,Ausland,Töss,Dättnau,50
2014,Ausland,Töss,Dättnau,21
2014,Ausland,Töss,Dättnau,96
2014,Ausland,Töss,Dättnau,48
2014,Ausland,Töss,Dättnau,23
2014,Ausland,Mattenbach,Deutweg,99
2014,Ausland,Mattenbach,Deutweg,63
2014,Ausland,Mattenbach,Deutweg,121
2014,Ausland,Mattenbach,Deutweg,293
2014,Ausland,Mattenbach,Deutweg,202
2014,Ausland,Mattenbach,Deutweg,52
2014,Ausland,Mattenbach,Deutweg,105
2014,Ausland,Mattenbach,Deutweg,39
2014,Ausland,Mattenbach,Deutweg,52
2014,Schweiz,Mattenbach,Deutweg,5403
2014,Ausland,Mattenbach,Deutweg,51
2014,Ausland,Mattenbach,Deutweg,49
2014,Ausland,Mattenbach,Deutweg,96
2014,Ausland,Mattenbach,Deutweg,65
2014,Ausland,Mattenbach,Deutweg,1
2014,Ausland,Mattenbach,Deutweg,81
2014,Ausland,Töss,Eichliacker,93
2014,Ausland,Töss,Eichliacker,27
2014,Ausland,Töss,Eichliacker,96
2014,Ausland,Töss,Eichliacker,21
2014,Ausland,Töss,Eichliacker,180
2014,Ausland,Töss,Eichliacker,210
2014,Ausland,Töss,Eichliacker,73
2014,Ausland,Töss,Eichliacker,202
2014,Ausland,Töss,Eichliacker,37
2014,Ausland,Töss,Eichliacker,54
2014,Schweiz,Töss,Eichliacker,2509
2014,Ausland,Töss,Eichliacker,112
2014,Ausland,Töss,Eichliacker,35
2014,Ausland,Töss,Eichliacker,187
2014,Ausland,Töss,Eichliacker,73
2014,Ausland,Töss,Eichliacker,4
2014,Ausland,Töss,Eichliacker,27
2014,Schweiz,Seen,Eidberg,167
2014,Ausland,Mattenbach,Endliker,23
2014,Ausland,Mattenbach,Endliker,32
2014,Ausland,Mattenbach,Endliker,72
2014,Ausland,Mattenbach,Endliker,111
2014,Ausland,Mattenbach,Endliker,57
2014,Ausland,Mattenbach,Endliker,29
2014,Ausland,Mattenbach,Endliker,23
2014,Schweiz,Mattenbach,Endliker,1610
2014,Ausland,Mattenbach,Endliker,50
2014,Ausland,Mattenbach,Endliker,72
2014,Ausland,Mattenbach,Endliker,37
2014,Ausland,Seen,Ganzenbühl,26
2014,Ausland,Seen,Ganzenbühl,166
2014,Ausland,Seen,Ganzenbühl,160
